	PassengerId	Survived	Pclass	Name	Sex	SibSp	Parch	Ticket	Fare	Embarked	ship
562	563	0	3.0	Palsson, Mrs. Nils (Alma Cornelia Berglund)	female	0	4	349909	21,075	S	Titanic
563	564	0	3.0	Doharr, Mr. Tannous	male	0	0	2686	7,2292	C	Titanic
564	565	1	3.0	Jonsson, Mr. Carl	male	0	0	350417	7,8542	S	Titanic
565	566	1	2.0	Harris, Mr. George	male	0	0	S.W./PP 752	10,5	S	Titanic
566	567	1	1.0	Appleton, Mrs. Edward Dale (Charlotte Lamson)	female	2	0	11769	51,4792	S	Titanic
567	568	1	1.0	"Flynn, Mr. John Irwin (""Irving"")"	male	0	0	PC 17474	26,3875	S	Titanic
568	569	1	3.0	Kelly, Miss. Mary	female	0	0	14312	7,75	Q	Titanic
569	570	0	3.0	Rush, Mr. Alfred George John	male	0	0	A/4. 20589	8,05	S	Titanic
570	571	0	3.0	Patchett, Mr. George	male	0	0	358585	14,5	S	Titanic
571	572	1	2.0	Garside, Miss. Ethel	female	0	0	243880	13	S	Titanic
572	573	1	1.0	Silvey, Mrs. William Baird (Alice Munger)	female	1	0	13507	55,9	S	Titanic
573	574	0	3.0	Caram, Mrs. Joseph (Maria Elias)	female	1	0	2689	14,4583	C	Titanic
574	575	1	3.0	Jussila, Mr. Eiriik	male	0	0	STON/O 2. 3101286	7,925	S	Titanic
575	576	1	2.0	Christy, Miss. Julie Rachel	female	1	1	237789	30	S	Titanic
576	577	1	1.0	Thayer, Mrs. John Borland (Marian Longstreth Morris)	female	1	1	17421	110,8833	C	Titanic
577	578	0	2.0	Downton, Mr. William James	male	0	0	28403	26	S	Titanic
578	579	0	1.0	Ross, Mr. John Hugo	male	0	0	13049	40,125	C	Titanic
579	580	0	3.0	Paulner, Mr. Uscher	male	0	0	3411	8,7125	C	Titanic
580	581	1	1.0	Taussig, Miss. Ruth	female	0	2	110413	79,65	S	Titanic
581	582	0	2.0	Jarvis, Mr. John Denzil	male	0	0	237565	15	S	Titanic
582	583	1	1.0	Frolicher-Stehli, Mr. Maxmillian	male	1	1	13567	79,2	C	Titanic
583	584	0	3.0	Gilinski, Mr. Eliezer	male	0	0	14973	8,05	S	Titanic
584	585	0	3.0	Murdlin, Mr. Joseph	male	0	0	A./5. 3235	8,05	S	Titanic
585	586	0	3.0	Rintamaki, Mr. Matti	male	0	0	STON/O 2. 3101273	7,125	S	Titanic
586	587	1	1.0	Stephenson, Mrs. Walter Bertram (Martha Eustis)	female	1	0	36947	78,2667	C	Titanic
587	588	0	3.0	Elsbury, Mr. William James	male	0	0	A/5 3902	7,25	S	Titanic
588	589	0	3.0	Bourke, Miss. Mary	female	0	2	364848	7,75	Q	Titanic
589	590	0	2.0	Chapman, Mr. John Henry	male	1	0	SC/AH 29037	26	S	Titanic
590	591	0	3.0	Van Impe, Mr. Jean Baptiste	male	1	1	345773	24,15	S	Titanic
591	592	1	2.0	Leitch, Miss. Jessie Wills	female	0	0	248727	33	S	Titanic
592	593	0	3.0	Johnson, Mr. Alfred	male	0	0	LINE	0	S	Titanic
593	594	0	3.0	Boulos, Mr. Hanna	male	0	0	2664	7,225	Co	Titanic
594	595	1	1.0	"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")"	male	1	0	PC 17485	56,9292	C	Titanic
595	596	1	2.0	Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)	female	2	1	243847	27	S	Titanic
596	597	0	3.0	Slabenoff, Mr. Petco	male	0	0	349214	7,8958	S	Titanic
597	598	0	1.0	Harrington, Mr. Charles H	male	0	0	113796	42,4	S	Titanic
598	599	0	3.0	Torber, Mr. Ernst William	male	0	0	364511	8,05	S	Titanic
599	600	1	1.0	"Homer, Mr. Harry (""Mr E Haven"")"	male	0	0	111426	26,55	C	Titanic
600	601	0	3.0	Lindell, Mr. Edvard Bengtsson	male	1	0	349910	15,55	S	Titanic
601	602	0	3.0	Karaic, Mr. Milan	male	0	0	349246	7,8958	S	Titanic
602	603	1	1.0	Daniel, Mr. Robert Williams	male	0	0	113804	30,5	S	Titanic
603	604	1	2.0	Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)	female	1	2	SC/Paris 2123	41,5792	C	Titanic
604	605	1	1.0	Shutes, Miss. Elizabeth W	female	0	0	PC 17582	153,4625	S	Titanic
605	606	0	3.0	Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)	female	1	5	347082	31,275	S	Titanic
606	607	0	3.0	Jardin, Mr. Jose Neto	male	0	0	SOTON/O.Q. 3101305	7,05	S	Titanic
607	608	1	3.0	Murphy, Miss. Margaret Jane	female	1	0	367230	15,5	Q	Titanic
608	609	0	3.0	Horgan, Mr. John	male	0	0	370377	7,75	Q	Titanic
609	610	0	3.0	Brocklebank, Mr. William Alfred	male	0	0	364512	8,05	S	Titanic
610	611	1	2.0	Herman, Miss. Alice	female	1	2	220845	65	S	Titanic
611	612	0	3.0	Danbom, Mr. Ernst Gilbert	male	1	1	347080	14,4	S	Titanic
612	613	0	3.0	Lobb, Mrs. William Arthur (Cordelia K Stanlick)	female	1	0	A/5. 3336	16,1	S	Titanic
613	614	1	2.0	Becker, Miss. Marion Louise	female	2	1	230136	39	S	Titanic
614	615	0	2.0	Gavey, Mr. Lawrence	male	0	0	31028	10,5	S	Titanic
615	616	0	3.0	Yasbeck, Mr. Antoni	male	1	0	2659	14,4542	C	Titanic
616	617	1	1.0	Kimball, Mr. Edwin Nelson Jr	male	1	0	11753	52,5542	S	Titanic
617	618	1	3.0	Nakid, Mr. Sahid	male	1	1	2653	15,7417	C	Titanic
618	619	0	3.0	Hansen, Mr. Henry Damsgaard	male	0	0	350029	7,8542	S	Titanic
619	620	0	3.0	"Bowen, Mr. David John ""Dai"""	male	0	0	54636	16,1	S	Titanic
620	621	0	1.0	Sutton, Mr. Frederick	male	0	0	36963	32,3208	S	Titanic
621	622	0	2.0	Kirkland, Rev. Charles Leonard	male	0	0	219533	12,35	Qe	Titanic
622	623	1	1.0	Longley, Miss. Gretchen Fiske	female	0	0	13502	77,9583	S	Titanic
623	624	0	3.0	Bostandyeff, Mr. Guentcho	male	0	0	349224	7,8958	S	Titanic
624	625	0	3.0	O'Connell, Mr. Patrick D	male	0	0	334912	7,7333	Q	Titanic
625	626	1	1.0	Barkworth, Mr. Algernon Henry Wilson	male	0	0	27042	30	S	Titanic
626	627	0	3.0	Lundahl, Mr. Johan Svensson	male	0	0	347743	7,0542	S	Titanic
627	628	1	1.0	Stahelin-Maeglin, Dr. Max	male	0	0	13214	30,5	C	Titanic
628	629	0	1.0	Parr, Mr. William Henry Marsh	male	0	0	112052	0	S	Titanic
629	630	0	3.0	Skoog, Miss. Mabel	female	3	2	347088	27,9	S	Titanic
630	631	1	2.0	Davis, Miss. Mary	female	0	0	237668	13	S	Titanic
631	632	0	3.0	Leinonen, Mr. Antti Gustaf	male	0	0	STON/O 2. 3101292	7,925	S	Titanic
632	633	0	2.0	Collyer, Mr. Harvey	male	1	1	C.A. 31921	26,25	S	Titanic
633	634	0	3.0	Panula, Mrs. Juha (Maria Emilia Ojala)	female	0	5	3101295	39,6875	S	Titanic
634	635	0	3.0	Thorneycroft, Mr. Percival	male	1	0	376564	16,1	S	Titanic
635	636	0	3.0	Jensen, Mr. Hans Peder	male	0	0	350050	7,8542	S	Titanic
636	637	1	1.0	Sagesser, Mlle. Emma	female	0	0	PC 17477	69,3	C	Titanic
637	638	0	3.0	Skoog, Miss. Margit Elizabeth	female	3	2	347088	27,9	S	Titanic
638	639	1	3.0	Foo, Mr. Choong	male	0	0	1601	56,4958	S	Titanic
639	640	1	3.0	Baclini, Miss. Eugenie	female	2	1	2666	19,2583	C	Titanic
640	641	1	1.0	Harper, Mr. Henry Sleeper	male	1	0	PC 17572	76,7292	C	Titanic
641	642	0	3.0	Cor, Mr. Liudevit	male	0	0	349231	7,8958	S	Titanic
642	643	1	1.0	Simonius-Blumer, Col. Oberst Alfons	male	0	0	13213	35,5	C	Titanic
643	644	0	3.0	Willey, Mr. Edward	male	0	0	S.O./P.P. 751	7,55	S	Titanic
644	645	1	3.0	Stanley, Miss. Amy Zillah Elsie	female	0	0	CA. 2314	7,55	S	Titanic
645	646	0	3.0	Mitkoff, Mr. Mito	male	0	0	349221	7,8958	S	Titanic
646	647	1	2.0	Doling, Miss. Elsie	female	0	1	231919	23	S	Titanic
647	648	0	3.0	Kalvik, Mr. Johannes Halvorsen	male	0	0	8475	8,4333	S	Titanic
648	649	1	3.0	"O'Leary, Miss. Hanora ""Norah"""	female	0	0	330919	7,8292	Q	Titanic
649	650	0	3.0	"Hegarty, Miss. Hanora ""Nora"""	female	0	0	365226	6,75	Q	Titanic
650	651	0	2.0	Hickman, Mr. Leonard Mark	male	2	0	S.O.C. 14879	73,5	S	Titanic
651	652	0	3.0	Radeff, Mr. Alexander	male	0	0	349223	7,8958	S	Titanic
652	653	0	3.0	Bourke, Mrs. John (Catherine)	female	1	1	364849	15,5	Q	Titanic
653	654	0	2.0	Eitemiller, Mr. George Floyd	male	0	0	29751	13	S	Titanic
654	655	0	1.0	Newell, Mr. Arthur Webster	male	0	2	35273	113,275	C	Titanic
655	656	1	1.0	Frauenthal, Dr. Henry William	male	2	0	PC 17611	133,65	S	Titanic
656	657	0	3.0	Badt, Mr. Mohamed	male	0	0	2623	7,225	C	Titanic
657	658	0	1.0	Colley, Mr. Edward Pomeroy	male	0	0	5727	25,5875	S	Titanic
658	659	0	3.0	Coleff, Mr. Peju	male	0	0	349210	7,4958	S	Titanic
659	660	1	3.0	Lindqvist, Mr. Eino William	male	1	0	STON/O 2. 3101285	7,925	S	Titanic
660	661	0	2.0	Hickman, Mr. Lewis	male	2	0	S.O.C. 14879	73,5	S	Titanic
661	662	0	2.0	Butler, Mr. Reginald Fenton	male	0	0	234686	13	S	Titanic
662	663	0	3.0	Rommetvedt, Mr. Knud Paust	male	0	0	312993	7,775	S	Titanic
663	664	0	3.0	Cook, Mr. Jacob	male	0	0	A/5 3536	8,05	S	Titanic
664	665	1	1.0	Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)	female	1	0	19996	52	S	Titanic
665	666	1	2.0	Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)	female	1	1	29750	39	S	Titanic
666	667	0	1.0	Davidson, Mr. Thornton	male	1	0	F.C. 12750	52	S	Titanic
667	668	0	2.0	Mitchell, Mr. Henry Michael	male	0	0	C.A. 24580	10,5	S	Titanic
668	669	1	2.0	Wilhelms, Mr. Charles	male	0	0	244270	13	S	Titanic
669	670	0	2.0	Watson, Mr. Ennis Hastings	male	0	0	239856	0	S	Titanic
670	671	0	3.0	Edvardsson, Mr. Gustaf Hjalmar	male	0	0	349912	7,775	S	Titanic
671	672	0	3.0	Sawyer, Mr. Frederick Charles	male	0	0	342826	8,05	S	Titanic
672	673	1	3.0	Turja, Miss. Anna Sofia	female	0	0	4138	9,8417	S	Titanic
673	674	1	1.0	Hoytt, Mr. Frederick Maxfield	male	1	0	19943	90	S	Titanic
674	675	1	1.0	Cardeza, Mr. Thomas Drake Martinez	male	0	1	PC 17755	512,3292	C	Titanic
675	676	0	3.0	Peters, Miss. Katie	female	0	0	330935	8,1375	Q	Titanic
676	677	1	1.0	Hassab, Mr. Hammad	male	0	0	PC 17572	76,7292	C	Titanic
677	678	0	3.0	Olsvigen, Mr. Thor Anderson	male	0	0	6563	9,225	S	Titanic
678	679	0	3.0	Goodwin, Mr. Charles Edward	male	5	2	CA 2144	46,9	S	Titanic
679	680	0	2.0	Brown, Mr. Thomas William Solomon	male	1	1	29750	39	S	Titanic
680	681	0	2.0	Laroche, Mr. Joseph Philippe Lemercier	male	1	2	SC/Paris 2123	41,5792	C	Titanic
681	682	0	3.0	Panula, Mr. Jaako Arnold	male	4	1	3101295	39,6875	S	Titanic
682	683	0	3.0	Dakic, Mr. Branko	male	0	0	349228	10,1708	S	Titanic
683	684	0	3.0	Fischer, Mr. Eberhard Thelander	male	0	0	350036	7,7958	S	Titanic
684	685	1	1.0	Madill, Miss. Georgette Alexandra	female	0	1	24160	211,3375	S	Titanic
685	686	1	1.0	Dick, Mr. Albert Adrian	male	1	0	17474	57	S	Titanic
686	687	1	3.0	Karun, Miss. Manca	female	0	1	349256	13,4167	C	Titanic
687	688	1	3.0	Lam, Mr. Ali	male	0	0	1601	56,4958	S	Titanic
688	689	0	3.0	Saad, Mr. Khalil	male	0	0	2672	7,225	C	Titanic
689	690	0	1.0	Weir, Col. John	male	0	0	113800	26,55	S	Titanic
690	691	0	2.0	Chapman, Mr. Charles Henry	male	0	0	248731	13,5	S	Titanic
691	692	0	3.0	Kelly, Mr. James	male	0	0	363592	8,05	S	Titanic
692	693	1	3.0	"Mullens, Miss. Katherine ""Katie"""	female	0	0	35852	7,7333	Q	Titanic
693	694	0	1.0	Thayer, Mr. John Borland	male	1	1	17421	110,8833	C	Titanic
694	695	0	3.0	Humblen, Mr. Adolf Mathias Nicolai Olsen	male	0	0	348121	7,65	S	Titanic
695	696	1	1.0	Astor, Mrs. John Jacob (Madeleine Talmadge Force)	female	1	0	PC 17757	227,525	C	Titanic
696	697	1	1.0	Silverthorne, Mr. Spencer Victor	male	0	0	PC 17475	26,2875	S	Titanic
697	698	0	3.0	Barbara, Miss. Saiide	female	0	1	2691	14,4542	C	Titanic
698	699	0	3.0	Gallagher, Mr. Martin	male	0	0	36864	7,7417	Q	Titanic
699	700	0	3.0	Hansen, Mr. Henrik Juul	male	1	0	350025	7,8542	S	Titanic
700	701	0	2.0	"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")"	male	0	0	250655	26	S	Titanic
701	702	1	2.0	"Kelly, Mrs. Florence ""Fannie"""	female	0	0	223596	13,5	S	Titanic
702	703	1	1.0	Calderhead, Mr. Edward Pennington	male	0	0	PC 17476	26,2875	S	Titanic
703	704	1	1.0	Cleaver, Miss. Alice	female	0	0	113781	151,55	S	Titanic
704	705	1	3.0	"Moubarek, Master. Halim Gonios (""William George"")"	male	1	1	2661	15,2458	C	Titanic
705	706	1	1.0	"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")"	female	0	0	PC 17482	49,5042	C	Titanic
706	707	0	1.0	Klaber, Mr. Herman	male	0	0	113028	26,55	S	Titanic
707	708	1	1.0	Taylor, Mr. Elmer Zebley	male	1	0	19996	52	S	Titanic
708	709	0	3.0	Larsson, Mr. August Viktor	male	0	0	7545	9,4833	S	Titanic
709	710	0	2.0	Greenberg, Mr. Samuel	male	0	0	250647	13	S	Titanic
710	711	0	3.0	Soholt, Mr. Peter Andreas Lauritz Andersen	male	0	0	348124	7,65	S	Titanic
711	712	1	1.0	Endres, Miss. Caroline Louise	female	0	0	PC 17757	227,525	C	Titanic
712	713	1	2.0	"Troutt, Miss. Edwina Celia ""Winnie"""	female	0	0	34218	10,5	S	Titanic
713	714	0	3.0	McEvoy, Mr. Michael	male	0	0	36568	15,5	Q	Titanic
714	715	0	3.0	Johnson, Mr. Malkolm Joackim	male	0	0	347062	7,775	S	Titanic
715	716	1	2.0	"Harper, Miss. Annie Jessie ""Nina"""	female	0	1	248727	33	S	Titanic
716	717	0	3.0	Jensen, Mr. Svend Lauritz	male	1	0	350048	7,0542	S	Titanic
717	718	0	2.0	Gillespie, Mr. William Henry	male	0	0	12233	13	S	Titanic
718	719	0	2.0	Hodges, Mr. Henry Price	male	0	0	250643	13	S	Titanic
719	720	1	1.0	Chambers, Mr. Norman Campbell	male	1	0	113806	53,1	S	Titanic
720	721	0	3.0	Oreskovic, Mr. Luka	male	0	0	315094	8,6625	S	Titanic
721	722	1	2.0	Renouf, Mrs. Peter Henry (Lillian Jefferys)	female	3	0	31027	21	S	Titanic
722	723	1	3.0	Mannion, Miss. Margareth	female	0	0	36866	7,7375	Q	Titanic
723	724	0	2.0	Bryhl, Mr. Kurt Arnold Gottfrid	male	1	0	236853	26	S	Titanic
724	725	0	3.0	Ilmakangas, Miss. Pieta Sofia	female	1	0	STON/O2. 3101271	7,925	S	Titanic
725	726	1	1.0	Allen, Miss. Elisabeth Walton	female	0	0	24160	211,3375	S	Titanic
726	727	0	3.0	Hassan, Mr. Houssein G N	male	0	0	2699	18,7875	C	Titanic
727	728	0	2.0	Knight, Mr. Robert J	male	0	0	239855	0	S	Titanic
728	729	0	2.0	Berriman, Mr. William John	male	0	0	28425	13	S	Titanic
729	730	0	2.0	Troupiansky, Mr. Moses Aaron	male	0	0	233639	13	S	Titanic
730	731	0	3.0	Williams, Mr. Leslie	male	0	0	54636	16,1	S	Titanic
731	732	0	3.0	Ford, Mrs. Edward (Margaret Ann Watson)	female	1	3	W./C. 6608	34,375	S	Titanic
732	733	1	1.0	Lesurer, Mr. Gustave J	male	0	0	PC 17755	512,3292	C	Titanic
733	734	0	3.0	Ivanoff, Mr. Kanio	male	0	0	349201	7,8958	S	Titanic
734	735	0	3.0	Nankoff, Mr. Minko	male	0	0	349218	7,8958	S	Titanic
735	736	1	1.0	Hawksford, Mr. Walter James	male	0	0	16988	30	S	Titanic
736	737	0	1.0	Cavendish, Mr. Tyrell William	male	1	0	19877	78,85	S	Titanic
737	738	1	1.0	"Ryerson, Miss. Susan Parker ""Suzette"""	female	2	2	PC 17608	262,375	C	Titanic
738	739	0	3.0	McNamee, Mr. Neal	male	1	0	376566	16,1	S	Titanic
739	740	1	3.0	Stranden, Mr. Juho	male	0	0	STON/O 2. 3101288	7,925	S	Titanic
740	741	0	1.0	Crosby, Capt. Edward Gifford	male	1	1	WE/P 5735	71	S	Titanic
741	742	0	3.0	Abbott, Mr. Rossmore Edward	male	1	1	C.A. 2673	20,25	S	Titanic
742	743	1	2.0	Sinkkonen, Miss. Anna	female	0	0	250648	13	S	Titanic
743	744	0	1.0	Marvin, Mr. Daniel Warner	male	1	0	113773	53,1	S	Titanic
744	745	0	3.0	Connaghton, Mr. Michael	male	0	0	335097	7,75	Q	Titanic
745	746	1	2.0	Wells, Miss. Joan	female	1	1	29103	23	S	Titanic
746	747	1	3.0	Moor, Master. Meier	male	0	1	392096	12,475	S	Titanic
747	748	0	3.0	Vande Velde, Mr. Johannes Joseph	male	0	0	345780	9,5	S	Titanic
748	749	0	3.0	Jonkoff, Mr. Lalio	male	0	0	349204	7,8958	S	Titanic
749	750	1	2.0	Herman, Mrs. Samuel (Jane Laver)	female	1	2	220845	65	S	Titanic
750	751	1	2.0	Hamalainen, Master. Viljo	male	1	1	250649	14,5	S	Titanic
751	752	0	3.0	Carlsson, Mr. August Sigfrid	male	0	0	350042	7,7958	S	Titanic
752	753	0	2.0	Bailey, Mr. Percy Andrew	male	0	0	29108	11,5	S	Titanic
753	754	0	3.0	Theobald, Mr. Thomas Leonard	male	0	0	363294	8,05	S	Titanic
754	755	1	1.0	Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)	female	0	0	110152	86,5	S	Titanic
755	756	0	3.0	Garfirth, Mr. John	male	0	0	358585	14,5	S	Titanic
756	757	0	3.0	Nirva, Mr. Iisakki Antino Aijo	male	0	0	SOTON/O2 3101272	7,125	S	Titanic
757	758	1	3.0	Barah, Mr. Hanna Assi	male	0	0	2663	7,2292	C	Titanic
758	759	1	1.0	Carter, Mrs. William Ernest (Lucile Polk)	female	1	2	113760	120	S	Titanic
759	760	0	3.0	Eklund, Mr. Hans Linus	male	0	0	347074	7,775	S	Titanic
760	761	1	1.0	Hogeboom, Mrs. John C (Anna Andrews)	female	1	0	13502	77,9583	S	Titanic
761	762	0	1.0	Brewe, Dr. Arthur Jackson	male	0	0	112379	39,6	C	Titanic
762	763	0	3.0	Mangan, Miss. Mary	female	0	0	364850	7,75	Q	Titanic
763	764	0	3.0	Moran, Mr. Daniel J	male	1	0	371110	24,15	Q	Titanic
764	765	0	3.0	Gronnestad, Mr. Daniel Danielsen	male	0	0	8471	8,3625	S	Titanic
765	766	0	3.0	Lievens, Mr. Rene Aime	male	0	0	345781	9,5	S	Titanic
766	767	0	3.0	Jensen, Mr. Niels Peder	male	0	0	350047	7,8542	S	Titanic
767	768	0	2.0	Mack, Mrs. (Mary)	female	0	0	S.O./P.P. 3	10,5	S	Titanic
768	769	0	3.0	Elias, Mr. Dibo	male	0	0	2674	7,225	C	Titanic
769	770	1	2.0	Hocking, Mrs. Elizabeth (Eliza Needs)	female	1	3	29105	23	S	Titanic
770	771	0	3.0	Myhrman, Mr. Pehr Fabian Oliver Malkolm	male	0	0	347078	7,75	S	Titanic
771	772	0	3.0	Tobin, Mr. Roger	male	0	0	383121	7,75	Q	Titanic
772	773	1	3.0	Emanuel, Miss. Virginia Ethel	female	0	0	364516	12,475	S	Titanic
773	774	0	3.0	Kilgannon, Mr. Thomas J	male	0	0	36865	7,7375	Q	Titanic
774	775	1	1.0	Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)	female	0	1	24160	211,3375	S	Titanic
775	776	1	3.0	Ayoub, Miss. Banoura	female	0	0	2687	7,2292	C	Titanic
776	777	1	1.0	Dick, Mrs. Albert Adrian (Vera Gillespie)	female	1	0	17474	57	S	Titanic
777	778	0	1.0	Long, Mr. Milton Clyde	male	0	0	113501	30	S	Titanic
778	779	0	3.0	Johnston, Mr. Andrew G	male	1	2	W./C. 6607	23,45	S	Titanic
779	780	0	3.0	Ali, Mr. William	male	0	0	SOTON/O.Q. 3101312	7,05	S	Titanic
780	781	0	3.0	Harmer, Mr. Abraham (David Lishin)	male	0	0	374887	7,25	S	Titanic
781	782	1	3.0	Sjoblom, Miss. Anna Sofia	female	0	0	3101265	7,4958	S	Titanic
782	783	0	3.0	Rice, Master. George Hugh	male	4	1	382652	29,125	Q	Titanic
783	784	1	3.0	Dean, Master. Bertram Vere	male	1	2	C.A. 2315	20,575	S	Titanic
784	785	0	1.0	Guggenheim, Mr. Benjamin	male	0	0	PC 17593	79,2	C	Titanic
785	786	0	3.0	"Keane, Mr. Andrew ""Andy"""	male	0	0	12460	7,75	Q	Titanic
786	787	0	2.0	Gaskell, Mr. Alfred	male	0	0	239865	26	S	Titanic
787	788	0	3.0	Sage, Miss. Stella Anna	female	8	2	CA. 2343	69,55	S	Titanic
788	789	0	1.0	Hoyt, Mr. William Fisher	male	0	0	PC 17600	30,6958	C	Titanic
789	790	0	3.0	Dantcheff, Mr. Ristiu	male	0	0	349203	7,8958	S	Titanic
790	791	0	2.0	Otter, Mr. Richard	male	0	0	28213	13	S	Titanic
791	792	1	1.0	Leader, Dr. Alice (Farnham)	female	0	0	17465	25,9292	S	Titanic
792	793	1	3.0	Osman, Mrs. Mara	female	0	0	349244	8,6833	S	Titanic
793	794	0	3.0	Ibrahim Shawah, Mr. Yousseff	male	0	0	2685	7,2292	C	Titanic
794	795	0	3.0	Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)	female	1	1	345773	24,15	S	Titanic
795	796	0	2.0	Ponesell, Mr. Martin	male	0	0	250647	13	S	Titanic
796	797	1	2.0	Collyer, Mrs. Harvey (Charlotte Annie Tate)	female	1	1	C.A. 31921	26,25	S	Titanic
797	798	1	1.0	Carter, Master. William Thornton II	male	1	2	113760	120	S	Titanic
798	799	1	3.0	Thomas, Master. Assad Alexander	male	0	1	2625	8,5167	C	Titanic
799	800	1	3.0	Hedman, Mr. Oskar Arvid	male	0	0	347089	6,975	S	Titanic
800	801	0	3.0	Johansson, Mr. Karl Johan	male	0	0	347063	7,775	S	Titanic
801	802	0	1.0	Andrews, Mr. Thomas Jr	male	0	0	112050	0	S	Titanic
802	803	0	3.0	Pettersson, Miss. Ellen Natalia	female	0	0	347087	7,775	S	Titanic
803	804	0	2.0	Meyer, Mr. August	male	0	0	248723	13	S	Titanic
804	805	1	1.0	Chambers, Mrs. Norman Campbell (Bertha Griggs)	female	1	0	113806	53,1	S	Titanic
805	806	0	3.0	Alexander, Mr. William	male	0	0	3474	7,8875	S	Titanic
806	807	0	3.0	Lester, Mr. James	male	0	0	A/4 48871	24,15	S	Titanic
807	808	0	2.0	Slemen, Mr. Richard James	male	0	0	28206	10,5	S	Titanic
808	809	0	3.0	Andersson, Miss. Ebba Iris Alfrida	female	4	2	347082	31,275	S	Titanic
809	810	0	3.0	Tomlin, Mr. Ernest Portage	male	0	0	364499	8,05	S	Titanic
810	811	0	1.0	Fry, Mr. Richard	male	0	0	112058	0	S	Titanic
811	812	0	3.0	Heininen, Miss. Wendla Maria	female	0	0	STON/O2. 3101290	7,925	S	Titanic
812	813	0	2.0	Mallet, Mr. Albert	male	1	1	S.C./PARIS 2079	37,0042	C	Titanic
813	814	0	3.0	Holm, Mr. John Fredrik Alexander	male	0	0	C 7075	6,45	S	Titanic
814	815	0	3.0	Skoog, Master. Karl Thorsten	male	3	2	347088	27,9	S	Titanic
815	816	1	1.0	Hays, Mrs. Charles Melville (Clara Jennings Gregg)	female	1	1	12749	93,5	S	Titanic
816	817	1	3.0	Lulic, Mr. Nikola	male	0	0	315098	8,6625	S	Titanic
817	818	0	1.0	Reuchlin, Jonkheer. John George	male	0	0	19972	0	S	Titanic
818	819	1	3.0	Moor, Mrs. (Beila)	female	0	1	392096	12,475	S	Titanic
819	820	0	3.0	Panula, Master. Urho Abraham	male	4	1	3101295	39,6875	S	Titanic
820	821	0	3.0	Flynn, Mr. John	male	0	0	368323	6,95	Q	Titanic
821	822	0	3.0	Lam, Mr. Len	male	0	0	1601	56,4958	S	Titanic
822	823	1	2.0	Mallet, Master. Andre	male	0	2	S.C./PARIS 2079	37,0042	C	Titanic
823	824	1	3.0	McCormack, Mr. Thomas Joseph	male	0	0	367228	7,75	Q	Titanic
824	825	1	3.0	Yasbeck, Mrs. Antoni (Selini Alexander)	female	1	0	2659	14,4542	C	Titanic
825	826	1	2.0	Richards, Master. George Sibley	male	1	1	29106	18,75	S	Titanic
826	827	0	3.0	Saad, Mr. Amin	male	0	0	2671	7,2292	C	Titanic
827	828	0	3.0	Augustsson, Mr. Albert	male	0	0	347468	7,8542	S	Titanic
828	829	0	3.0	Allum, Mr. Owen George	male	0	0	2223	8,3	S	Titanic
829	830	1	1.0	Compton, Miss. Sara Rebecca	female	1	1	PC 17756	83,1583	C	Titanic
830	831	0	3.0	Pasic, Mr. Jakob	male	0	0	315097	8,6625	S	Titanic
831	832	0	3.0	Sirota, Mr. Maurice	male	0	0	392092	8,05	S	Titanic
832	833	1	3.0	Chip, Mr. Chang	male	0	0	1601	56,4958	S	Titanic
833	834	1	1.0	Marechal, Mr. Pierre	male	0	0	11774	29,7	C	Titanic
834	835	0	3.0	Alhomaki, Mr. Ilmari Rudolf	male	0	0	SOTON/O2 3101287	7,925	S	Titanic
835	836	0	2.0	Mudd, Mr. Thomas Charles	male	0	0	S.O./P.P. 3	10,5	S	Titanic
836	837	1	1.0	Serepeca, Miss. Augusta	female	0	0	113798	31	C	Titanic
837	838	0	3.0	Lemberopolous, Mr. Peter L	male	0	0	2683	6,4375	C	Titanic
838	839	0	3.0	Culumovic, Mr. Jeso	male	0	0	315090	8,6625	S	Titanic
839	840	0	3.0	Abbing, Mr. Anthony	male	0	0	C.A. 5547	7,55	S	Titanic
840	841	0	3.0	Sage, Mr. Douglas Bullen	male	8	2	CA. 2343	69,55	S	Titanic
841	842	0	3.0	Markoff, Mr. Marin	male	0	0	349213	7,8958	C	Titanic
842	843	0	2.0	Harper, Rev. John	male	0	1	248727	33	S	Titanic
843	844	1	1.0	Goldenberg, Mrs. Samuel L (Edwiga Grabowska)	female	1	0	17453	89,1042	C	Titanic
844	845	0	3.0	Andersson, Master. Sigvard Harald Elias	male	4	2	347082	31,275	S	Titanic
845	846	0	3.0	Svensson, Mr. Johan	male	0	0	347060	7,775	S	Titanic
846	847	0	3.0	Boulos, Miss. Nourelain	female	1	1	2678	15,2458	C	Titanic
